ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
NWd,1,1,min_elapsed,-0.0027196868837504025,0.004507307375842924,-0.6033950332135462,0.5888140600568353
NWd,1,2,min_elapsed,0.0019056801040855656,0.008282535136044135,0.23008415573057833,0.8328226074627485
NWd,1,3,min_elapsed,-0.004281676934880511,0.008658547070369366,-0.49450293450883315,0.6548969290119415
NWd,1,4,min_elapsed,-0.0027554970475060906,0.008045711510390683,-0.3424802199218164,0.7545804977856131
NWd,2,1,min_elapsed,-0.008445766908364363,0.010378455476138925,-0.8137787870056388,0.4753604208404682
NWd,2,2,min_elapsed,-0.003162384635418121,0.00833315174027973,-0.37949442587636895,0.7295907736693847
NWd,2,3,min_elapsed,-0.005789292615995025,0.0089523264232709,-0.6466802417912504,0.5639055589528436
NWd,2,4,min_elapsed,-0.0031382219349892497,0.007767786483080121,-0.40400465973478544,0.7132845679244589
NWd,3,1,min_elapsed,6.202004950426179e-4,0.004539502960560274,0.13662299604846423,0.899981996510477
NWd,3,2,min_elapsed,-0.0056785657934353365,0.006494056359171073,-0.8744250864740218,0.44624840089727846
NWd,3,3,min_elapsed,-0.004401994586246188,0.007398222939223555,-0.5950070202545394,0.5937324132749946
NWd,3,4,min_elapsed,-0.004000223780314571,0.008599288873279752,-0.4651807654403047,0.6734880373253652
Pr,1,1,min_elapsed,0.009329440627259536,0.006774205752285248,1.3772006591491985,0.2622181068675359
Pr,1,2,min_elapsed,0.007843957731400588,0.006672924991629917,1.1754901697890412,0.32459736727747934
Pr,1,3,min_elapsed,0.006239687100853235,0.006320743849106266,0.9871760744956478,0.39633894182944646
Pr,1,4,min_elapsed,0.0033760250213271115,0.005116361977092586,0.6598487433927739,0.5564862842250771
Pr,2,1,min_elapsed,0.005440348812542345,0.006940459052874748,0.7838600834751622,0.49031531887570584
Pr,2,2,min_elapsed,0.006509553558097666,0.006999522294551652,0.9299996891451617,0.4209713538705231
Pr,2,3,min_elapsed,0.0044017961685160105,0.0071079774137657375,0.6192754861588652,0.5795834114258734
Pr,2,4,min_elapsed,0.005781941736470456,0.007309482513070515,0.7910192994006657,0.48670100680083256
Pr,3,1,min_elapsed,0.00547502118332057,0.007503083309050093,0.7297028378608953,0.5183857298468205
Pr,3,2,min_elapsed,0.008458760393710634,0.0060099405588566746,1.407461573183982,0.25400916841183563
Pr,3,3,min_elapsed,0.01156098209737153,0.0077076177940697405,1.499942317620702,0.23059771145357194
Pr,3,4,min_elapsed,0.006313091700409601,0.005956739421447984,1.059823378823409,0.36699767667925637
SWd,1,1,min_elapsed,0.002345286345889366,0.007750578676262858,0.3025949988833874,0.7819661069453935
SWd,1,2,min_elapsed,1.276192169372102e-5,0.008355946204933882,0.0015272862439188,0.9988772845314964
SWd,1,3,min_elapsed,-0.0010169980777306365,0.007288352345206995,-0.1395374468139483,0.8978665440461706
SWd,1,4,min_elapsed,-0.0031414954696602567,0.009484559644672395,-0.33122206906304574,0.762264151005624
SWd,2,1,min_elapsed,-1.034320764803528e-4,0.009230280992221819,-0.011205734318111553,0.9917628363497919
SWd,2,2,min_elapsed,-0.0019722585047078755,0.007572769078201786,-0.26044086176944453,0.8113768721949894
SWd,2,3,min_elapsed,-0.006084076691711075,0.008872955909643718,-0.6856876956977207,0.5421456920750092
SWd,2,4,min_elapsed,-1.8286903714370096e-4,0.006930392491810609,-0.026386534003635522,0.9806061223028506
SWd,3,1,min_elapsed,-0.0018877508450118104,0.007472933582329105,-0.2526117520267658,0.8168876620843372
SWd,3,2,min_elapsed,-0.005861465543373406,0.008199474008292568,-0.7148587259921053,0.5263042419326187
SWd,3,3,min_elapsed,-0.006328003680319346,0.010717778669788782,-0.5904211941002933,0.5964337592552464
SWd,3,4,min_elapsed,-0.009939945957164421,0.009046174666342211,-1.0988010207394772,0.3521310232722461
Wt,1,1,min_elapsed,-0.0025050788852679865,0.007107743750767454,-0.3524436126439564,0.7478121112906835
Wt,1,2,min_elapsed,0.0020328653818149907,0.005771481864244428,0.3522258978944436,0.7479596883793385
Wt,1,3,min_elapsed,0.010597433142439114,0.004814535492360484,2.201133039574577,0.11505007299071249
Wt,1,4,min_elapsed,0.011473002832605151,0.0044884823044146,2.556098488195219,0.08349752792061534
Wt,2,1,min_elapsed,0.014982583741043668,0.00858617519876115,1.7449659940791122,0.17933421915901968
Wt,2,2,min_elapsed,0.010726857624256422,0.0066585847484866645,1.6109816168810314,0.20556933684326795
Wt,2,3,min_elapsed,0.010404816259877114,0.008113386981646419,1.2824257345809116,0.328252049954065
Wt,2,4,min_elapsed,0.018506516496318196,0.0021398587690024218,8.648475667833782,0.0032518788453846617
Wt,3,1,min_elapsed,0.006351819703734929,0.005677064947447516,1.1188562686059795,0.3447137052444304
Wt,3,2,min_elapsed,0.002155577339343804,0.007659941493217739,0.28140911275267494,0.7966907524891486
Wt,3,3,min_elapsed,0.0034911565093361085,0.006498930140704199,0.5371894194507867,0.628423907027743
Wt,3,4,min_elapsed,-0.0030775011477527855,0.009779323880703844,-0.3146946747336166,0.7736106882905984
Wt,4,1,min_elapsed,0.012688012684822171,0.003814338603759837,3.32639914881061,0.04483942642090606
Wt,4,2,min_elapsed,0.00856223262059615,0.005735919086986737,1.492739435607026,0.23233389907020002
Wt,4,3,min_elapsed,0.007442088646518372,0.005524979535913664,1.346989359533922,0.27069714044558113
Wt,4,4,min_elapsed,0.0031155773782714164,0.005841474676136873,0.5333545981118304,0.6307728119994016
