ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
NWdP,1,1,min_elapsed,9.328368803554145,2.4880528668746487,3.749264707253554,0.06434855747242028
NWdP,1,2,min_elapsed,11.191113114549623,3.2765513539904303,3.415515859661484,0.07606888502707967
NWdP,2,1,min_elapsed,10.120929288557962,3.9764781437143673,2.5451992750308836,0.12587392189983518
NWdP,2,2,min_elapsed,22.81410626092274,3.6619907181916687,6.229973808395832,0.0248100214540238
NWdP,3,1,min_elapsed,10.61958147501423,2.4020851433362744,4.4209846201640515,0.047544494574242306
NWdP,3,2,min_elapsed,22.908885348778583,2.9118588456173193,7.867443637681502,0.01577468839234147
PrP,1,1,min_elapsed,-13.371542268785893,3.399492860762212,-3.9333932490706314,0.05897481443177941
PrP,1,2,min_elapsed,20.342394441770317,18.81329681459709,1.0812774944361059,0.35874047442003365
PrP,2,1,min_elapsed,7.35563048764453,0.8983412693814974,8.188013551585843,0.014590043499782194
PrP,2,2,min_elapsed,16.91313804199915,17.59515634017128,0.9612382928013534,0.4073426356429964
PrP,3,1,min_elapsed,8.864485647712764,2.446128794913632,3.6238834464257024,0.0684236989792623
PrP,3,2,min_elapsed,19.85679882597878,22.578394579651814,0.879460174014064,0.44390341453670357
SWdP,1,1,min_elapsed,14.619796075903622,3.580130309610639,4.083593280573526,0.05506129156601173
SWdP,1,2,min_elapsed,9.959831825208523,6.101295084625768,1.6324127397649746,0.2010958522841272
SWdP,2,1,min_elapsed,14.600470315033677,2.292339807000718,6.369243456159684,0.0237748538544078
SWdP,2,2,min_elapsed,13.871571256974581,11.258938598836966,1.2320496408433648,0.3056909136546634
SWdP,3,1,min_elapsed,16.74716322908871,4.542527739343554,3.6867497988045,0.06633511761658355
SWdP,3,2,min_elapsed,11.130700783438156,9.425056272872222,1.180969159354011,0.32271495339985506
WtP,1,1,min_elapsed,4.863353372101066,6.916542124428611,0.7031480882512282,0.5547927263132635
WtP,1,2,min_elapsed,20.147994517629865,21.218171801043614,0.9495631719146929,0.4123878682125731
WtP,2,1,min_elapsed,25.88284156068842,1.476155140656826,17.53395754132703,0.0032368864546196132
WtP,2,2,min_elapsed,13.240604669462234,15.841262495218064,0.8358301412819288,0.4645892900427779
WtP,3,1,min_elapsed,12.476077146386013,2.6175370434792766,4.766342152622448,0.04130955875471499
WtP,3,2,min_elapsed,14.329678057427973,14.222323951410202,1.007548281587773,0.387892794548149
WtP,4,1,min_elapsed,2.850631319622386,4.241474330460955,0.672085010429047,0.570769375813808
WtP,4,2,min_elapsed,18.658360182007055,19.180401729743494,0.9727825540313425,0.4024103795050049
