ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
NWd,1,1,min_elapsed,-0.005052633855441419,0.0016239826494414394,-3.111260983717558,0.052829596745394815
NWd,1,2,min_elapsed,-0.006261134717508297,0.0012953702211246799,-4.833471246600211,0.01688552560765874
NWd,1,3,min_elapsed,-0.0034196467316142906,0.003362109703930627,-1.0171133701010402,0.3839862723463398
NWd,1,4,min_elapsed,-0.011389211441436415,0.0020996096493930572,-5.424442321804313,0.012293283822227809
NWd,2,1,min_elapsed,-0.006125810706540907,0.0018204923524190533,-3.364919769314596,0.04357428710553786
NWd,2,2,min_elapsed,-0.008033070571570041,0.003583172767167474,-2.2418875933577285,0.11076750926339678
NWd,2,3,min_elapsed,-0.006001198138602181,0.0014347901016788206,-4.182631404816839,0.024903730735575072
NWd,2,4,min_elapsed,-0.010179828322374835,0.0027034719726262047,-3.76546471553983,0.03276724317662404
NWd,3,1,min_elapsed,0.0013729462176016584,0.004413529819019573,0.3110766832672372,0.7761048535009825
NWd,3,2,min_elapsed,-0.00458426557303762,0.0019963813504266987,-2.2962875164395804,0.10534649218170043
NWd,3,3,min_elapsed,-0.009444411182205778,0.0017139541860037638,-5.510305502521197,0.011768130684475131
NWd,3,4,min_elapsed,-0.006187120174520189,0.002328788828258648,-2.6567974302533086,0.07654773726805882
Pr,1,1,min_elapsed,-0.0019599493692668167,0.0033126951558840583,-0.5916479715272096,0.5957102501647811
Pr,1,2,min_elapsed,-0.0021392787363047256,0.002871174237659863,-0.7450884409050476,0.510280237186446
Pr,1,3,min_elapsed,-0.005127667832253969,4.877684477318258e-4,-10.512504152530077,0.0018381578564082171
Pr,1,4,min_elapsed,0.002116988914261622,0.0015361637303451174,1.3781010919884271,0.2619697823362727
Pr,2,1,min_elapsed,-0.0012934160288058463,0.0028603824446264484,-0.45218289995999467,0.6818315014637277
Pr,2,2,min_elapsed,0.0014113979118881704,0.0032498525519700948,0.4342959839924326,0.6934135136911996
Pr,2,3,min_elapsed,-0.0013915382158900904,0.002603514728542842,-0.534484480012494,0.6300801270313783
Pr,2,4,min_elapsed,3.6228420814820754e-4,0.003801369472262112,0.09530360329132125,0.9300828470829046
Pr,3,1,min_elapsed,5.183836030564776e-4,0.0026848250561143927,0.19307909909285007,0.8592293801442882
Pr,3,2,min_elapsed,-0.0016146662765537758,0.0018300951502715935,-0.8822854245114812,0.44259242404231713
Pr,3,3,min_elapsed,-0.0043336103186748685,0.004300494147967977,-1.0077005501152791,0.38783031114936295
Pr,3,4,min_elapsed,-2.7855142701261855e-4,0.0012788157548786322,-0.21781982740668912,0.8415440611063817
SWd,1,1,min_elapsed,0.0026778148327644123,0.0028800531688479296,0.9297796518928794,0.4210688209176027
SWd,1,2,min_elapsed,0.0028886016436704977,0.007849049916696086,0.3680192729474196,0.7372922424790818
SWd,1,3,min_elapsed,-0.002225393268367255,0.003262672020334617,-0.6820769156376988,0.5441322955817818
SWd,1,4,min_elapsed,-0.0073778084927018294,0.0023087012038999297,-3.1956532444471404,0.0494962401231827
SWd,2,1,min_elapsed,-0.006361394434079129,0.0016052958187969175,-3.962755250210924,0.028701870438211662
SWd,2,2,min_elapsed,-0.00542275521624505,0.0035469397413988362,-1.5288546216199412,0.22377081820502764
SWd,2,3,min_elapsed,-0.006044127086835431,0.004115800787210167,-1.468517889791345,0.23827809789030843
SWd,2,4,min_elapsed,-0.004494974976251461,0.0020552504384966194,-2.187069221374043,0.11657393100661954
SWd,3,1,min_elapsed,-0.0115296913584942,0.0010928622306758094,-10.54999526460386,0.0018190407507839247
SWd,3,2,min_elapsed,-0.010721319891967632,0.001650393891809256,-6.496218839136825,0.007406755353849011
SWd,3,3,min_elapsed,-0.007968684009995668,0.0015478130382900468,-5.148350487342519,0.014204125718002322
SWd,3,4,min_elapsed,-0.009128945077170478,0.002827623110662857,-3.2284872205017634,0.0482713467606961
Wt,1,1,min_elapsed,-0.0038592384306378757,0.002417492581547176,-1.5963806714840025,0.20868096647150003
Wt,1,2,min_elapsed,-0.008253821823177446,0.002435209007182429,-3.3893689612815754,0.04279475325982182
Wt,1,3,min_elapsed,-0.0028326194342694713,4.0889763589619174e-4,-6.9274536842482455,0.006167280084875964
Wt,1,4,min_elapsed,-0.0037888216760572063,0.0035997221134075044,-1.0525317112522055,0.36984588605810104
Wt,2,1,min_elapsed,5.36330500747039e-5,0.0032335289301143803,0.016586537876686548,0.9878078952220246
Wt,2,2,min_elapsed,-0.006743431515704755,0.0014426473862284848,-4.674344943939571,0.018493110181722453
Wt,2,3,min_elapsed,-0.004576717066771811,0.0021664514802406864,-2.112540764708634,0.16901385488929838
Wt,2,4,min_elapsed,-0.009838618828776841,0.0023321052136986765,-4.218771422054741,0.024342770674811165
Wt,3,1,min_elapsed,-0.004382468093550496,0.003207849869662616,-1.3661699492225363,0.26528068787560016
Wt,3,2,min_elapsed,0.0018842597043893623,0.0024326347703526085,0.7745756688811286,0.49503606662462823
Wt,3,3,min_elapsed,-0.004329537152060703,0.0013654420823711294,-3.1707951644073673,0.0504498035557131
