ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
NWd,1,1,min_elapsed,-5.1032976050371964e-5,0.0027037817938304473,-0.018874665169659847,0.9861262339193267
NWd,1,2,min_elapsed,3.463990507667774e-4,2.2190579863623242e-4,1.5610184722330096,0.21643722658453207
NWd,1,3,min_elapsed,-2.2670082202659466e-6,4.5530376622563714e-4,-0.0049791115040820335,0.9963398494369491
NWd,1,4,min_elapsed,7.947089212953286e-4,0.002396155245314119,0.331660030312914,0.7619645467935092
NWd,2,1,min_elapsed,-0.00021534009882054345,1.221979781722612e-4,-1.7622230910971437,0.17624064172696707
NWd,2,2,min_elapsed,-3.796760297727541e-5,9.065113755891151e-5,-0.4188320632226085,0.7035181216178843
NWd,2,3,min_elapsed,0.006575212067362973,0.0033621229735352892,1.955672686311383,0.14546536650023148
NWd,2,4,min_elapsed,1.4185490888739592e-4,2.941772658637912e-4,0.4822089445656791,0.6626522082439306
NWd,3,1,min_elapsed,0.002746008083316375,9.235368739264562e-4,2.9733605239188825,0.05890928441978769
NWd,3,2,min_elapsed,0.005027700921217189,0.0020277515977258484,2.4794461643407533,0.0893137366455
NWd,3,3,min_elapsed,5.338833704810973e-4,1.3758012320565826e-4,3.880526910729938,0.030312753919811166
NWd,3,4,min_elapsed,0.0013294360507014084,2.681264683532966e-4,4.9582424997657375,0.015750137006060726
Pr,1,1,min_elapsed,0.0036401723541937426,0.0016215769951945353,2.244834728774037,0.11046532452083295
Pr,1,2,min_elapsed,0.00360930479295082,0.0015246614920884124,2.3672827127069085,0.09874646116704433
Pr,1,3,min_elapsed,1.1291317582183664e-4,2.9020269740721334e-4,0.38908382599696006,0.7231875114400101
Pr,1,4,min_elapsed,0.0022890231786141814,0.0011542373906535267,1.9831476584882954,0.1416234222529932
Pr,2,1,min_elapsed,0.002517669574315059,9.976719277418704e-4,2.5235445684169444,0.08590906012444643
Pr,2,2,min_elapsed,0.005123299054200961,0.00219611577383803,2.3328911504730256,0.10187900570189473
