ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
NWd,1,1,min_elapsed,14.881069735220784,1.634082586796638,9.106681544408831,0.0027980280589003743
NWd,1,2,min_elapsed,13.888054544431801,0.5113516131994595,27.159500793467878,1.0954432960278291e-4
NWd,1,3,min_elapsed,18.174586207639837,0.7129135177445858,25.493395419318187,1.3236930060487256e-4
NWd,1,4,min_elapsed,18.59051411616347,0.2183153774861166,85.15439604040581,3.5697183935431086e-6
NWd,2,1,min_elapsed,25.55112836236698,0.7092248828827648,36.02683574568068,4.7031531504468656e-5
NWd,2,2,min_elapsed,24.06159789394909,0.4448514042036964,54.089068094593095,1.3919002263293883e-5
NWd,2,3,min_elapsed,16.52100003218091,1.6427943767112179,10.056645108108432,0.0020934592662747737
NWd,2,4,min_elapsed,20.22147721627101,1.8638452448276919,10.849332728877089,0.0016754680020577815
NWd,3,1,min_elapsed,25.66458873387431,0.10010102476750606,256.38687309628153,1.5212427395170175e-5
NWd,3,2,min_elapsed,25.757220537892135,0.42373314031573217,60.786419770471355,2.7052699593880456e-4
NWd,3,3,min_elapsed,21.130156600734356,0.9938105819401187,21.261754487946817,2.2762801756502136e-4
NWd,3,4,min_elapsed,27.990176226365715,0.20695546426378816,135.24734089982312,8.91249037711421e-7
Pr,1,1,min_elapsed,20.91702865332322,2.470862357824568,8.465477078107778,0.0034603434553437925
Pr,1,2,min_elapsed,37.4861120977767,0.20568415948367175,182.25084611220407,3.642629646632607e-7
Pr,1,3,min_elapsed,32.66263055013047,0.5520993987965555,59.16077905776965,1.0639533102901166e-5
Pr,1,4,min_elapsed,40.53427096045954,0.9353719397866921,43.334922971607654,2.7047350857645468e-5
Pr,2,1,min_elapsed,44.175611361077976,0.9780000034125622,45.169336612407776,2.3887672645702955e-5
Pr,2,2,min_elapsed,45.83666571287151,0.5928728824838784,77.31280526921033,4.769303332777124e-6
Pr,2,3,min_elapsed,40.031357288974974,2.1190773805729277,18.890936997379413,3.238519000342184e-4
Pr,2,4,min_elapsed,58.54434288474344,1.8912273660235925,30.955740138128437,7.406584929847518e-5
Pr,3,1,min_elapsed,44.845069492884136,1.3737891951316281,32.643341243186406,6.318611400791181e-5
Pr,3,2,min_elapsed,43.048729225462374,1.3156139028589173,32.7214003530326,6.273599504278325e-5
Pr,3,3,min_elapsed,36.894007163127135,1.9035293922297247,19.381895185716488,3.0000996936718554e-4
Pr,3,4,min_elapsed,37.71213688727573,2.8239169115595693,13.354549042467537,9.075807849156683e-4
SWd,1,1,min_elapsed,27.583991479269972,1.6237766254510737,16.987552996464235,4.4431074845034045e-4
SWd,1,2,min_elapsed,16.495718325802702,2.3079788843963507,7.1472570383230085,0.0056397895065960655
SWd,1,3,min_elapsed,21.834906942141306,0.9419727619292645,23.179976985131713,1.7588531938410537e-4
SWd,1,4,min_elapsed,21.314221194348363,0.49445224343789806,43.106733718410915,2.7478602830282068e-5
SWd,2,1,min_elapsed,29.589408456821243,0.5187178554333951,57.04335824742129,1.1867936591984175e-5
SWd,2,2,min_elapsed,26.385160072732223,0.8722513915931446,30.24949037288483,7.93616253938747e-5
SWd,2,3,min_elapsed,19.307854460811278,1.7165294498653276,11.24819295254509,0.001506611522077797
SWd,2,4,min_elapsed,25.434751037464356,0.9124016110481117,27.8767055312917,1.013300290571117e-4
SWd,3,1,min_elapsed,25.23046282818945,1.8337200490944694,13.7591683314194,8.308004820092124e-4
SWd,3,2,min_elapsed,27.44502894727795,0.4777790066835019,57.44293609254065,1.1622170405666474e-5
SWd,3,3,min_elapsed,24.912130417750962,0.21573030542522625,115.4781214843535,1.4317077764625986e-6
SWd,3,4,min_elapsed,23.28496955661567,0.5970985307892155,38.99686292283912,3.709835082590731e-5
Wt,1,1,min_elapsed,30.668143312731466,1.8118982233087821,16.925974603985814,4.491373066583906e-4
Wt,1,2,min_elapsed,35.12640445251865,1.4240039278034788,24.667350817424364,0.0016394039630376431
Wt,1,3,min_elapsed,42.529418861165475,0.6974149433004094,60.98151361641538,9.71529248288819e-6
Wt,1,4,min_elapsed,29.35437112191522,0.8651747076647248,33.9288364094096,5.628690393549131e-5
Wt,2,1,min_elapsed,32.99184989085336,2.9547910263456063,11.1655442285733,0.0015396793812899792
Wt,2,2,min_elapsed,46.18717519947715,2.582279599314086,17.886202257782443,3.811103259486594e-4
Wt,2,3,min_elapsed,51.30979114219121,6.1537486067016225,8.337973229246522,0.003616142828732909
Wt,2,4,min_elapsed,93.8479137592278,24.77270312260485,3.788359844896881,0.03225907519857087
Wt,3,1,min_elapsed,30.783754888372993,0.8173655804727463,37.662161979671744,4.117692036621774e-5
Wt,3,2,min_elapsed,50.63874797629437,1.1332580979151081,44.68421453987942,2.467322305341221e-5
Wt,3,3,min_elapsed,42.905961258449274,0.5190762182406413,82.65830672010921,3.902855298353795e-6
Wt,3,4,min_elapsed,45.125733456184776,4.472832646059809,10.088849064347796,0.002073933741711871
Wt,4,1,min_elapsed,65.38660923233343,1.6168806077897628,40.43997368594541,3.327231070821532e-5
Wt,4,2,min_elapsed,70.21654980624125,0.6024894461505627,116.54403285380383,1.3927896250232396e-6
Wt,4,3,min_elapsed,57.211791145059756,0.8105181562872695,70.58668667846887,6.265974936524215e-6
Wt,4,4,min_elapsed,42.8896544874768,1.4672622082392877,29.23107693133071,8.79244270773259e-5
