Date, PFD(µmol/m²s)
Jul 23 2023 at 3:00:00 AM, 0.228
Jul 23 2023 at 3:15:00 AM, -0.015
Jul 23 2023 at 3:30:00 AM, 0.055
Jul 23 2023 at 3:45:00 AM, 0.01
Jul 23 2023 at 4:00:00 AM, 0.104
Jul 23 2023 at 4:15:00 AM, -0.02
Jul 23 2023 at 4:30:00 AM, 0.084
Jul 23 2023 at 4:45:00 AM, 0.218
Jul 23 2023 at 5:00:00 AM, 0.218
Jul 23 2023 at 5:15:00 AM, 0.005
Jul 23 2023 at 5:30:00 AM, 1.088
Jul 23 2023 at 5:45:00 AM, 7.222
Jul 23 2023 at 6:00:00 AM, 25.069
Jul 23 2023 at 6:15:00 AM, 55.273
Jul 23 2023 at 6:30:00 AM, 98.482
Jul 23 2023 at 6:45:00 AM, 155.424
Jul 23 2023 at 7:00:00 AM, 219.817
Jul 23 2023 at 7:15:00 AM, 281.041
Jul 23 2023 at 7:30:00 AM, 338.788
Jul 23 2023 at 7:45:00 AM, 519.792
Jul 23 2023 at 8:00:00 AM, 717.148
Jul 23 2023 at 8:15:00 AM, 845.84
Jul 23 2023 at 8:30:00 AM, 969.311
Jul 23 2023 at 8:45:00 AM, 1106.679
Jul 23 2023 at 9:00:00 AM, 1230.488
Jul 23 2023 at 9:15:00 AM, 1359.021
Jul 23 2023 at 9:30:00 AM, 1466.368
Jul 23 2023 at 9:45:00 AM, 1573.751
Jul 23 2023 at 10:00:00 AM, 1669.68
Jul 23 2023 at 10:15:00 AM, 1778.156
Jul 23 2023 at 10:30:00 AM, 1882.871
Jul 23 2023 at 10:45:00 AM, 1966.481
Jul 23 2023 at 11:00:00 AM, 2049.615
Jul 23 2023 at 11:15:00 AM, 2119.71
Jul 23 2023 at 11:30:00 AM, 2174.248
Jul 23 2023 at 11:45:00 AM, 2238.428
Jul 23 2023 at 12:00:00 PM, 2288.789
Jul 23 2023 at 12:15:00 PM, 2329.936
Jul 23 2023 at 12:30:00 PM, 2348.507
Jul 23 2023 at 12:45:00 PM, 2368.927
Jul 23 2023 at 1:00:00 PM, 2395.794
Jul 23 2023 at 1:15:00 PM, 2409.225
Jul 23 2023 at 1:30:00 PM, 2421.091
Jul 23 2023 at 1:45:00 PM, 2452.051
Jul 23 2023 at 2:00:00 PM, 2423.426
Jul 23 2023 at 2:15:00 PM, 2432.018
Jul 23 2023 at 2:30:00 PM, 1853.59
Jul 23 2023 at 2:45:00 PM, 1531.72
Jul 23 2023 at 3:00:00 PM, 2221.415
Jul 23 2023 at 3:15:00 PM, 1814.564
Jul 23 2023 at 3:30:00 PM, 1869.867
Jul 23 2023 at 3:45:00 PM, 1631.851
Jul 23 2023 at 4:00:00 PM, 1468.798
Jul 23 2023 at 4:15:00 PM, 1092.369
Jul 23 2023 at 4:30:00 PM, 1509.473
Jul 23 2023 at 4:45:00 PM, 1426.145
Jul 23 2023 at 5:00:00 PM, 1319.339
Jul 23 2023 at 5:15:00 PM, 1022.006
Jul 23 2023 at 5:30:00 PM, 1015.097
Jul 23 2023 at 5:45:00 PM, 893.598
Jul 23 2023 at 6:00:00 PM, 764.4
Jul 23 2023 at 6:15:00 PM, 572.319
Jul 23 2023 at 6:30:00 PM, 422.617
Jul 23 2023 at 6:45:00 PM, 470.057
Jul 23 2023 at 7:00:00 PM, 360.583
Jul 23 2023 at 7:15:00 PM, 263.924
Jul 23 2023 at 7:30:00 PM, 162.755
Jul 23 2023 at 7:45:00 PM, 122.05
Jul 23 2023 at 8:00:00 PM, 76.304
Jul 23 2023 at 8:15:00 PM, 27.299
Jul 23 2023 at 8:30:00 PM, 9.095
Jul 23 2023 at 8:45:00 PM, 1.763
Jul 23 2023 at 9:00:00 PM, 0.189
Jul 23 2023 at 9:15:00 PM, 0.099
Jul 23 2023 at 9:30:00 PM, -0.089
Jul 23 2023 at 9:45:00 PM, 0.05
Jul 23 2023 at 10:00:00 PM, 0.06
Jul 23 2023 at 10:15:00 PM, 0.015
Jul 23 2023 at 10:30:00 PM, -0.045
Jul 23 2023 at 10:45:00 PM, 0.06
Jul 23 2023 at 11:00:00 PM, 0.04
Jul 23 2023 at 11:15:00 PM, -0.114
Jul 23 2023 at 11:30:00 PM, -0.005
Jul 23 2023 at 11:45:00 PM, -0.035
Jul 24 2023 at 12:00:00 AM, 0.199
Jul 24 2023 at 12:15:00 AM, -0.025
Jul 24 2023 at 12:30:00 AM, 0.124
Jul 24 2023 at 12:45:00 AM, 0.149
Jul 24 2023 at 1:00:00 AM, 0.02
Jul 24 2023 at 1:15:00 AM, 0.064
Jul 24 2023 at 1:30:00 AM, -0.07
Jul 24 2023 at 1:45:00 AM, 0.005
Jul 24 2023 at 2:00:00 AM, 0.084
Jul 24 2023 at 2:15:00 AM, 0.099
Jul 24 2023 at 2:30:00 AM, 0.05
Jul 24 2023 at 2:45:00 AM, 0.079
Jul 24 2023 at 3:00:00 AM, 0.03
Jul 24 2023 at 3:15:00 AM, 0.015
Jul 24 2023 at 3:30:00 AM, 0.064
Jul 24 2023 at 3:45:00 AM, 0.07
Jul 24 2023 at 4:00:00 AM, 0.05
Jul 24 2023 at 4:15:00 AM, -0.07
Jul 24 2023 at 4:30:00 AM, -0.025
Jul 24 2023 at 4:45:00 AM, 0.055
Jul 24 2023 at 5:00:00 AM, -0.025
Jul 24 2023 at 5:15:00 AM, 0.06
Jul 24 2023 at 5:30:00 AM, 0.894
Jul 24 2023 at 5:45:00 AM, 6.835
Jul 24 2023 at 6:00:00 AM, 22.908
Jul 24 2023 at 6:15:00 AM, 52.8
Jul 24 2023 at 6:30:00 AM, 99.714
Jul 24 2023 at 6:45:00 AM, 157.992
Jul 24 2023 at 7:00:00 AM, 215.997
Jul 24 2023 at 7:15:00 AM, 278.364
Jul 24 2023 at 7:30:00 AM, 341.202
Jul 24 2023 at 7:45:00 AM, 463.024
Jul 24 2023 at 8:00:00 AM, 631.998
Jul 24 2023 at 8:15:00 AM, 753.711
Jul 24 2023 at 8:30:00 AM, 872.413
Jul 24 2023 at 8:45:00 AM, 980.174
Jul 24 2023 at 9:00:00 AM, 1101.499
Jul 24 2023 at 9:15:00 AM, 1222.392
Jul 24 2023 at 9:30:00 AM, 1347.358
Jul 24 2023 at 9:45:00 AM, 1471.44
Jul 24 2023 at 10:00:00 AM, 1577.04
Jul 24 2023 at 10:15:00 AM, 1679.351
Jul 24 2023 at 10:30:00 AM, 1768.594
Jul 24 2023 at 10:45:00 AM, 1842.295
Jul 24 2023 at 11:00:00 AM, 1910.16
Jul 24 2023 at 11:15:00 AM, 1968.12
Jul 24 2023 at 11:30:00 AM, 2027.517
Jul 24 2023 at 11:45:00 AM, 2091.621
Jul 24 2023 at 12:00:00 PM, 2158.845
Jul 24 2023 at 12:15:00 PM, 2201.815
Jul 24 2023 at 12:30:00 PM, 2217.253
Jul 24 2023 at 12:45:00 PM, 2249.539
Jul 24 2023 at 1:00:00 PM, 2326.3
Jul 24 2023 at 1:15:00 PM, 2225.528
Jul 24 2023 at 1:30:00 PM, 2328.972
Jul 24 2023 at 1:45:00 PM, 2310.847
Jul 24 2023 at 2:00:00 PM, 2326.339
Jul 24 2023 at 2:15:00 PM, 2305.681
Jul 24 2023 at 2:30:00 PM, 2193.987
Jul 24 2023 at 2:45:00 PM, 2117.674
Jul 24 2023 at 3:00:00 PM, 2013.127
Jul 24 2023 at 3:15:00 PM, 1930.113
Jul 24 2023 at 3:30:00 PM, 1831.457
Jul 24 2023 at 3:45:00 PM, 1742.681
Jul 24 2023 at 4:00:00 PM, 1672.298
Jul 24 2023 at 4:15:00 PM, 1577.407
Jul 24 2023 at 4:30:00 PM, 1474.549
Jul 24 2023 at 4:45:00 PM, 1317.734
Jul 24 2023 at 5:00:00 PM, 1226.485
Jul 24 2023 at 5:15:00 PM, 1092.359
Jul 24 2023 at 5:30:00 PM, 993.172
Jul 24 2023 at 5:45:00 PM, 819.097
Jul 24 2023 at 6:00:00 PM, 719.597
Jul 24 2023 at 6:15:00 PM, 701.825
Jul 24 2023 at 6:30:00 PM, 530.452
Jul 24 2023 at 6:45:00 PM, 429.64
Jul 24 2023 at 7:00:00 PM, 387.266
Jul 24 2023 at 7:15:00 PM, 276.834
Jul 24 2023 at 7:30:00 PM, 201.513
Jul 24 2023 at 7:45:00 PM, 133.112
Jul 24 2023 at 8:00:00 PM, 75.156
Jul 24 2023 at 8:15:00 PM, 31.635
Jul 24 2023 at 8:30:00 PM, 10.351
Jul 24 2023 at 8:45:00 PM, 1.873
Jul 24 2023 at 9:00:00 PM, 0.109
Jul 24 2023 at 9:15:00 PM, -0.04
Jul 24 2023 at 9:30:00 PM, 0.025
Jul 24 2023 at 9:45:00 PM, 0.055
Jul 24 2023 at 10:00:00 PM, 0.01
Jul 24 2023 at 10:15:00 PM, 0.263
Jul 24 2023 at 10:30:00 PM, -0.05
Jul 24 2023 at 10:45:00 PM, 0.079
Jul 24 2023 at 11:00:00 PM, 0.05
Jul 24 2023 at 11:15:00 PM, 0.04
Jul 24 2023 at 11:30:00 PM, 0.015
Jul 24 2023 at 11:45:00 PM, -0.06
Jul 25 2023 at 12:00:00 AM, 0.005
Jul 25 2023 at 12:15:00 AM, 0.094
Jul 25 2023 at 12:30:00 AM, 0.05
Jul 25 2023 at 12:45:00 AM, 0.084
Jul 25 2023 at 1:00:00 AM, -0.03
Jul 25 2023 at 1:15:00 AM, 0.03
Jul 25 2023 at 1:30:00 AM, -0.084
Jul 25 2023 at 1:45:00 AM, 0.07
Jul 25 2023 at 2:00:00 AM, 0.104
Jul 25 2023 at 2:15:00 AM, 0.094
Jul 25 2023 at 2:30:00 AM, 0
Jul 25 2023 at 2:45:00 AM, 0.164
Jul 25 2023 at 3:00:00 AM, 0.134
Jul 25 2023 at 3:15:00 AM, -0.02
Jul 25 2023 at 3:30:00 AM, 0.015
Jul 25 2023 at 3:45:00 AM, 0.01
Jul 25 2023 at 4:00:00 AM, 0.02
Jul 25 2023 at 4:15:00 AM, 0.099
Jul 25 2023 at 4:30:00 AM, 0.144
Jul 25 2023 at 4:45:00 AM, -0.04
Jul 25 2023 at 5:00:00 AM, 0.045
Jul 25 2023 at 5:15:00 AM, 0.179
Jul 25 2023 at 5:30:00 AM, 0.983
Jul 25 2023 at 5:45:00 AM, 7.386
Jul 25 2023 at 6:00:00 AM, 26.306
Jul 25 2023 at 6:15:00 AM, 57.717
Jul 25 2023 at 6:30:00 AM, 103.196
Jul 25 2023 at 6:45:00 AM, 153.959
Jul 25 2023 at 7:00:00 AM, 205.571
Jul 25 2023 at 7:15:00 AM, 261.644
Jul 25 2023 at 7:30:00 AM, 314.936
Jul 25 2023 at 7:45:00 AM, 436.982
Jul 25 2023 at 8:00:00 AM, 693.376
Jul 25 2023 at 8:15:00 AM, 816.777
Jul 25 2023 at 8:30:00 AM, 945.985
Jul 25 2023 at 8:45:00 AM, 1072.844
Jul 25 2023 at 9:00:00 AM, 1204.714
Jul 25 2023 at 9:15:00 AM, 1334.429
Jul 25 2023 at 9:30:00 AM, 1458.645
Jul 25 2023 at 9:45:00 AM, 1574.024
Jul 25 2023 at 10:00:00 AM, 1676.515
Jul 25 2023 at 10:15:00 AM, 1783.292
Jul 25 2023 at 10:30:00 AM, 1879.846
Jul 25 2023 at 10:45:00 AM, 1986.812
Jul 25 2023 at 11:00:00 AM, 2063.706
Jul 25 2023 at 11:15:00 AM, 2143.572
Jul 25 2023 at 11:30:00 AM, 2202.218
Jul 25 2023 at 11:45:00 AM, 2289.787
Jul 25 2023 at 12:00:00 PM, 2320.046
Jul 25 2023 at 12:15:00 PM, 2365.435
Jul 25 2023 at 12:30:00 PM, 2370.228
Jul 25 2023 at 12:45:00 PM, 2416.75
Jul 25 2023 at 1:00:00 PM, 2410.039
Jul 25 2023 at 1:15:00 PM, 2416.586
Jul 25 2023 at 1:30:00 PM, 2396.604
Jul 25 2023 at 1:45:00 PM, 2380.331
Jul 25 2023 at 2:00:00 PM, 2384.514
Jul 25 2023 at 2:15:00 PM, 2323.672
Jul 25 2023 at 2:30:00 PM, 2298.618
Jul 25 2023 at 2:45:00 PM, 2227.167
Jul 25 2023 at 3:00:00 PM, 2160.937
Jul 25 2023 at 3:15:00 PM, 2089.277
Jul 25 2023 at 3:30:00 PM, 2002.483
Jul 25 2023 at 3:45:00 PM, 1913.562
Jul 25 2023 at 4:00:00 PM, 1842.648
Jul 25 2023 at 4:15:00 PM, 1752.545
Jul 25 2023 at 4:30:00 PM, 1635.69
Jul 25 2023 at 4:45:00 PM, 1515.016
Jul 25 2023 at 5:00:00 PM, 1395.921
Jul 25 2023 at 5:15:00 PM, 1282.041
Jul 25 2023 at 5:30:00 PM, 1158.64
Jul 25 2023 at 5:45:00 PM, 1018.723
Jul 25 2023 at 6:00:00 PM, 881.488
Jul 25 2023 at 6:15:00 PM, 709.345
Jul 25 2023 at 6:30:00 PM, 686.859
Jul 25 2023 at 6:45:00 PM, 499.462
Jul 25 2023 at 7:00:00 PM, 316.237
Jul 25 2023 at 7:15:00 PM, 230.993
Jul 25 2023 at 7:30:00 PM, 167.479
Jul 25 2023 at 7:45:00 PM, 156.482
Jul 25 2023 at 8:00:00 PM, 95.01
Jul 25 2023 at 8:15:00 PM, 40.094
Jul 25 2023 at 8:30:00 PM, 8.504
Jul 25 2023 at 8:45:00 PM, 1.411
Jul 25 2023 at 9:00:00 PM, 0.124
Jul 25 2023 at 9:15:00 PM, 0.104
Jul 25 2023 at 9:30:00 PM, -0.035
Jul 25 2023 at 9:45:00 PM, -0.025
Jul 25 2023 at 10:00:00 PM, 0.055
Jul 25 2023 at 10:15:00 PM, 0.119
Jul 25 2023 at 10:30:00 PM, -0.005
Jul 25 2023 at 10:45:00 PM, 0.03
Jul 25 2023 at 11:00:00 PM, -0.06
Jul 25 2023 at 11:15:00 PM, 0.084
Jul 25 2023 at 11:30:00 PM, 0.174
Jul 25 2023 at 11:45:00 PM, 0.084
Jul 26 2023 at 12:00:00 AM, 0
Jul 26 2023 at 12:15:00 AM, 0.03
Jul 26 2023 at 12:30:00 AM, 0
Jul 26 2023 at 12:45:00 AM, -0.04
Jul 26 2023 at 1:00:00 AM, 0.074
Jul 26 2023 at 1:15:00 AM, 0.139
Jul 26 2023 at 1:30:00 AM, 0.169
Jul 26 2023 at 1:45:00 AM, 0.074
Jul 26 2023 at 2:00:00 AM, -0.035
Jul 26 2023 at 2:15:00 AM, 0.02
Jul 26 2023 at 2:30:00 AM, 0.035
Jul 26 2023 at 2:45:00 AM, 0.064
Jul 26 2023 at 3:00:00 AM, 0.045
Jul 26 2023 at 3:15:00 AM, 0.005
Jul 26 2023 at 3:30:00 AM, -0.025
Jul 26 2023 at 3:45:00 AM, 0.084
Jul 26 2023 at 4:00:00 AM, 0.099
Jul 26 2023 at 4:15:00 AM, -0.025
Jul 26 2023 at 4:30:00 AM, -0.094
Jul 26 2023 at 4:45:00 AM, 0.084
Jul 26 2023 at 5:00:00 AM, 0.074
Jul 26 2023 at 5:15:00 AM, 0.129
Jul 26 2023 at 5:30:00 AM, 0.765
Jul 26 2023 at 5:45:00 AM, 5.533
Jul 26 2023 at 6:00:00 AM, 22.963
Jul 26 2023 at 6:15:00 AM, 45.354
Jul 26 2023 at 6:30:00 AM, 79.359
Jul 26 2023 at 6:45:00 AM, 125.791
Jul 26 2023 at 7:00:00 AM, 200.421
Jul 26 2023 at 7:15:00 AM, 240.435
Jul 26 2023 at 7:30:00 AM, 318.646
Jul 26 2023 at 7:45:00 AM, 297.7
Jul 26 2023 at 8:00:00 AM, 24.984
Jul 26 2023 at 8:15:00 AM, 9.641
Jul 26 2023 at 8:30:00 AM, 11.946
Jul 26 2023 at 8:45:00 AM, 22.441
Jul 26 2023 at 9:00:00 AM, 48.473
Jul 26 2023 at 9:15:00 AM, 112.017
Jul 26 2023 at 9:30:00 AM, 192.607
Jul 26 2023 at 9:45:00 AM, 348.146
Jul 26 2023 at 10:00:00 AM, 579.442
Jul 26 2023 at 10:15:00 AM, 790.065
Jul 26 2023 at 10:30:00 AM, 769.486
Jul 26 2023 at 10:45:00 AM, 712.827
Jul 26 2023 at 11:00:00 AM, 970.821
Jul 26 2023 at 11:15:00 AM, 1174.033
Jul 26 2023 at 11:30:00 AM, 955.596
Jul 26 2023 at 11:45:00 AM, 1751.577
Jul 26 2023 at 12:00:00 PM, 2199.943
Jul 26 2023 at 12:15:00 PM, 1683.876
Jul 26 2023 at 12:30:00 PM, 2308.498
Jul 26 2023 at 12:45:00 PM, 2522.468
Jul 26 2023 at 1:00:00 PM, 1623.63
Jul 26 2023 at 1:15:00 PM, 2727.116
Jul 26 2023 at 1:30:00 PM, 1771.892
Jul 26 2023 at 1:45:00 PM, 1703.878
Jul 26 2023 at 2:00:00 PM, 2581.447
Jul 26 2023 at 2:15:00 PM, 2424.593
Jul 26 2023 at 2:30:00 PM, 2337.883
Jul 26 2023 at 2:45:00 PM, 2295.688
Jul 26 2023 at 3:00:00 PM, 2210.875
Jul 26 2023 at 3:15:00 PM, 2156.6
Jul 26 2023 at 3:30:00 PM, 2075.886
Jul 26 2023 at 3:45:00 PM, 2005.329
Jul 26 2023 at 4:00:00 PM, 1912.743
Jul 26 2023 at 4:15:00 PM, 1400.913
Jul 26 2023 at 4:30:00 PM, 1838.778
Jul 26 2023 at 4:45:00 PM, 1104.097
Jul 26 2023 at 5:00:00 PM, 1343.881
Jul 26 2023 at 5:15:00 PM, 890.111
Jul 26 2023 at 5:30:00 PM, 1086.752
Jul 26 2023 at 5:45:00 PM, 1086.21
Jul 26 2023 at 6:00:00 PM, 964.418
Jul 26 2023 at 6:15:00 PM, 831.982
Jul 26 2023 at 6:30:00 PM, 684.813
Jul 26 2023 at 6:45:00 PM, 588.973
Jul 26 2023 at 7:00:00 PM, 484.685
Jul 26 2023 at 7:15:00 PM, 377.983
Jul 26 2023 at 7:30:00 PM, 280.122
Jul 26 2023 at 7:45:00 PM, 185.629
Jul 26 2023 at 8:00:00 PM, 96.684
Jul 26 2023 at 8:15:00 PM, 35.976
Jul 26 2023 at 8:30:00 PM, 12.174
Jul 26 2023 at 8:45:00 PM, 1.728
Jul 26 2023 at 9:00:00 PM, 0.204
Jul 26 2023 at 9:15:00 PM, 0.119
Jul 26 2023 at 9:30:00 PM, 0.015
Jul 26 2023 at 9:45:00 PM, 0.07
Jul 26 2023 at 10:00:00 PM, 0.074
Jul 26 2023 at 10:15:00 PM, 0.04
Jul 26 2023 at 10:30:00 PM, 0.01
Jul 26 2023 at 10:45:00 PM, 0.089
Jul 26 2023 at 11:00:00 PM, 0.06
Jul 26 2023 at 11:15:00 PM, -0.074
Jul 26 2023 at 11:30:00 PM, 0.099
Jul 26 2023 at 11:45:00 PM, 0.07
Jul 27 2023 at 12:00:00 AM, 0.03
Jul 27 2023 at 12:15:00 AM, 0.055
Jul 27 2023 at 12:30:00 AM, -0.094
Jul 27 2023 at 12:45:00 AM, -0.094
Jul 27 2023 at 1:00:00 AM, -0.005
Jul 27 2023 at 1:15:00 AM, 0.03
Jul 27 2023 at 1:30:00 AM, 0.074
Jul 27 2023 at 1:45:00 AM, 0.134
Jul 27 2023 at 2:00:00 AM, 0.02
Jul 27 2023 at 2:15:00 AM, -0.03
Jul 27 2023 at 2:30:00 AM, 0.114
Jul 27 2023 at 2:45:00 AM, 0.045
Jul 27 2023 at 3:00:00 AM, 0.03
Jul 27 2023 at 3:15:00 AM, 0.129
Jul 27 2023 at 3:30:00 AM, 0.129
Jul 27 2023 at 3:45:00 AM, 0.184
Jul 27 2023 at 4:00:00 AM, 0.04
Jul 27 2023 at 4:15:00 AM, 0.05
Jul 27 2023 at 4:30:00 AM, 0.079
Jul 27 2023 at 4:45:00 AM, 0.089
Jul 27 2023 at 5:00:00 AM, 0
Jul 27 2023 at 5:15:00 AM, 0.129
Jul 27 2023 at 5:30:00 AM, 1.018
Jul 27 2023 at 5:45:00 AM, 8.434
Jul 27 2023 at 6:00:00 AM, 29.549
Jul 27 2023 at 6:15:00 AM, 59.853
Jul 27 2023 at 6:30:00 AM, 93.246
Jul 27 2023 at 6:45:00 AM, 121.097
Jul 27 2023 at 7:00:00 AM, 140.612
Jul 27 2023 at 7:15:00 AM, 158.573
Jul 27 2023 at 7:30:00 AM, 181.442
Jul 27 2023 at 7:45:00 AM, 228.634
Jul 27 2023 at 8:00:00 AM, 853.623
Jul 27 2023 at 8:15:00 AM, 974.819
Jul 27 2023 at 8:30:00 AM, 1110.042
Jul 27 2023 at 8:45:00 AM, 1243.904
Jul 27 2023 at 9:00:00 AM, 1371.404
Jul 27 2023 at 9:15:00 AM, 1494.303
Jul 27 2023 at 9:30:00 AM, 1612.167
Jul 27 2023 at 9:45:00 AM, 1730.084
Jul 27 2023 at 10:00:00 AM, 1838.813
Jul 27 2023 at 10:15:00 AM, 1940.593
Jul 27 2023 at 10:30:00 AM, 2038.717
Jul 27 2023 at 10:45:00 AM, 2121.697
Jul 27 2023 at 11:00:00 AM, 2205.109
Jul 27 2023 at 11:15:00 AM, 2272.854
Jul 27 2023 at 11:30:00 AM, 2364.432
Jul 27 2023 at 11:45:00 AM, 2422.233
Jul 27 2023 at 12:00:00 PM, 2478.555
Jul 27 2023 at 12:15:00 PM, 2494.112
Jul 27 2023 at 12:30:00 PM, 1500.04
Jul 27 2023 at 12:45:00 PM, 2791.246
Jul 27 2023 at 1:00:00 PM, 2984.499
Jul 27 2023 at 1:15:00 PM, 772.943
Jul 27 2023 at 1:30:00 PM, 2893.935
Jul 27 2023 at 1:45:00 PM, 2727.34
Jul 27 2023 at 2:00:00 PM, 2183.403
Jul 27 2023 at 2:15:00 PM, 2459.154
Jul 27 2023 at 2:30:00 PM, 2200.499
Jul 27 2023 at 2:45:00 PM, 1878.42
Jul 27 2023 at 3:00:00 PM, 2324.621
Jul 27 2023 at 3:15:00 PM, 943.164
Jul 27 2023 at 3:30:00 PM, 998.298
Jul 27 2023 at 3:45:00 PM, 1049.33
Jul 27 2023 at 4:00:00 PM, 1003.454
Jul 27 2023 at 4:15:00 PM, 2025.609
Jul 27 2023 at 4:30:00 PM, 1843.75
Jul 27 2023 at 4:45:00 PM, 1680.32
Jul 27 2023 at 5:00:00 PM, 1284.589
Jul 27 2023 at 5:15:00 PM, 918.925
Jul 27 2023 at 5:30:00 PM, 717.804
Jul 27 2023 at 5:45:00 PM, 725.438
Jul 27 2023 at 6:00:00 PM, 696.609
Jul 27 2023 at 6:15:00 PM, 475.124
Jul 27 2023 at 6:30:00 PM, 398.432
Jul 27 2023 at 6:45:00 PM, 483.061
Jul 27 2023 at 7:00:00 PM, 468.915
Jul 27 2023 at 7:15:00 PM, 337.049
Jul 27 2023 at 7:30:00 PM, 164.32
Jul 27 2023 at 7:45:00 PM, 80.695
Jul 27 2023 at 8:00:00 PM, 48.593
Jul 27 2023 at 8:15:00 PM, 13.386
Jul 27 2023 at 8:30:00 PM, 3.84
Jul 27 2023 at 8:45:00 PM, 0.467
Jul 27 2023 at 9:00:00 PM, 0.074
Jul 27 2023 at 9:15:00 PM, 0.055
Jul 27 2023 at 9:30:00 PM, 0.07
Jul 27 2023 at 9:45:00 PM, 0.084
Jul 27 2023 at 10:00:00 PM, 0.045
Jul 27 2023 at 10:15:00 PM, 0.05
Jul 27 2023 at 10:30:00 PM, 0.079
Jul 27 2023 at 10:45:00 PM, 0.055
Jul 27 2023 at 11:00:00 PM, 0.05
Jul 27 2023 at 11:15:00 PM, 0.129
Jul 27 2023 at 11:30:00 PM, -0.124
Jul 27 2023 at 11:45:00 PM, -0.035
Jul 28 2023 at 12:00:00 AM, 0.089
Jul 28 2023 at 12:15:00 AM, 0.04
Jul 28 2023 at 12:30:00 AM, -0.119
Jul 28 2023 at 12:45:00 AM, 0.05
Jul 28 2023 at 1:00:00 AM, 0.109
Jul 28 2023 at 1:15:00 AM, 0.109
Jul 28 2023 at 1:30:00 AM, 0.154
Jul 28 2023 at 1:45:00 AM, 0.055
Jul 28 2023 at 2:00:00 AM, 0.099
Jul 28 2023 at 2:15:00 AM, 0.104
Jul 28 2023 at 2:30:00 AM, 0.263
Jul 28 2023 at 2:45:00 AM, -0.164
Jul 28 2023 at 3:00:00 AM, 0.194
Jul 28 2023 at 3:15:00 AM, -0.094
Jul 28 2023 at 3:30:00 AM, -0.035
Jul 28 2023 at 3:45:00 AM, -0.065
Jul 28 2023 at 4:00:00 AM, -0.109
Jul 28 2023 at 4:15:00 AM, 0.06
Jul 28 2023 at 4:30:00 AM, 0.139
Jul 28 2023 at 4:45:00 AM, 0.055
Jul 28 2023 at 5:00:00 AM, -0.02
Jul 28 2023 at 5:15:00 AM, 0.04
Jul 28 2023 at 5:30:00 AM, 0.119
Jul 28 2023 at 5:45:00 AM, 1.366
Jul 28 2023 at 6:00:00 AM, 6.735
Jul 28 2023 at 6:15:00 AM, 29.147
Jul 28 2023 at 6:30:00 AM, 67.299
Jul 28 2023 at 6:45:00 AM, 113.74
Jul 28 2023 at 7:00:00 AM, 151.833
Jul 28 2023 at 7:15:00 AM, 189.712
Jul 28 2023 at 7:30:00 AM, 235.677
Jul 28 2023 at 7:45:00 AM, 264.898
Jul 28 2023 at 8:00:00 AM, 451.013
Jul 28 2023 at 8:15:00 AM, 854.005
Jul 28 2023 at 8:30:00 AM, 932.902
Jul 28 2023 at 8:45:00 AM, 1129.433
Jul 28 2023 at 9:00:00 AM, 1368.865
Jul 28 2023 at 9:15:00 AM, 1448.274
Jul 28 2023 at 9:30:00 AM, 1305.953
Jul 28 2023 at 9:45:00 AM, 1582.662
Jul 28 2023 at 10:00:00 AM, 1362.373
Jul 28 2023 at 10:15:00 AM, 1556.406
Jul 28 2023 at 10:30:00 AM, 2031.535
Jul 28 2023 at 10:45:00 AM, 2098.65
Jul 28 2023 at 11:00:00 AM, 2151.668
Jul 28 2023 at 11:15:00 AM, 2231.325
Jul 28 2023 at 11:30:00 AM, 2318.884
Jul 28 2023 at 11:45:00 AM, 2380.212
Jul 28 2023 at 12:00:00 PM, 2389.982
Jul 28 2023 at 12:15:00 PM, 2464.18
Jul 28 2023 at 12:30:00 PM, 2607.072
Jul 28 2023 at 12:45:00 PM, 2678.662
Jul 28 2023 at 1:00:00 PM, 2727.424
Jul 28 2023 at 1:15:00 PM, 2706.428
Jul 28 2023 at 1:30:00 PM, 2596.04
Jul 28 2023 at 1:45:00 PM, 2618
Jul 28 2023 at 2:00:00 PM, 2541.189
Jul 28 2023 at 2:15:00 PM, 2087.588
Jul 28 2023 at 2:30:00 PM, 2241.328
Jul 28 2023 at 2:45:00 PM, 1946.256
Jul 28 2023 at 3:00:00 PM, 1531.889
Jul 28 2023 at 3:15:00 PM, 2397.786
Jul 28 2023 at 3:30:00 PM, 1866.415
Jul 28 2023 at 3:45:00 PM, 2046.774
Jul 28 2023 at 4:00:00 PM, 1309.35
Jul 28 2023 at 4:15:00 PM, 1394.734
Jul 28 2023 at 4:30:00 PM, 1328.667
Jul 28 2023 at 4:45:00 PM, 1645.987
Jul 28 2023 at 5:00:00 PM, 1248.618
Jul 28 2023 at 5:15:00 PM, 1190.553
Jul 28 2023 at 5:30:00 PM, 1203.999
Jul 28 2023 at 5:45:00 PM, 416.82
Jul 28 2023 at 6:00:00 PM, 491.535
Jul 28 2023 at 6:15:00 PM, 654.519
Jul 28 2023 at 6:30:00 PM, 586.51
Jul 28 2023 at 6:45:00 PM, 352.845
Jul 28 2023 at 7:00:00 PM, 366.002
Jul 28 2023 at 7:15:00 PM, 297.993
Jul 28 2023 at 7:30:00 PM, 171.865
Jul 28 2023 at 7:45:00 PM, 56.048
Jul 28 2023 at 8:00:00 PM, 22.774
Jul 28 2023 at 8:15:00 PM, 8.583
Jul 28 2023 at 8:30:00 PM, 1.267
