ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
SWd,2,4,min_elapsed,-9.976691086794297e-4,8.05553895442521e-4,-1.2384883423987076,0.3411786569077748
SWd,3,1,min_elapsed,-0.004169927819584064,0.002755169129375494,-1.5134925021932317,0.26933509904732045
SWd,3,2,min_elapsed,1.7078508811131397e-4,1.9880496804514138e-4,0.8590584520631038,0.4808325373779154
SWd,3,3,min_elapsed,-0.003548048400210908,0.0017311070314028581,-2.0495834953287857,0.17692006288312495
SWd,3,4,min_elapsed,-0.006079373123379944,0.003181080740828665,-1.9111030554340094,0.19615755803942936
Wt,1,1,min_elapsed,-0.004495853828742923,0.0018559107321787305,-2.4224515494153396,0.0939624134920248
Wt,1,2,min_elapsed,-0.009216643112405885,0.0023753473837436804,-3.8801243032839854,0.03032092324398799
Wt,1,3,min_elapsed,-0.0052834219759924335,0.003005449763497754,-1.7579471931826824,0.17700142195784388
Wt,1,4,min_elapsed,-0.005607756819586556,0.002478729290472874,-2.262351456103038,0.10868961639273088
Wt,2,1,min_elapsed,-0.003136724002953898,0.00115333246771734,-2.7197049339658834,0.07256744796206073
Wt,2,2,min_elapsed,-0.0018391004588633852,0.002023991379285676,-0.90865034193597,0.43052459735252835
Wt,2,3,min_elapsed,NA,NA,NA,NA
Wt,2,4,min_elapsed,-0.005682044879171693,0.004478671269428805,-1.268689871917383,0.29404989633577733
Wt,3,1,min_elapsed,-0.006265622126775247,0.0019041736438456978,-3.2904678347091822,0.04606180946414315
Wt,3,2,min_elapsed,-0.002935905921185126,0.0010139189275638358,-2.8956022433068576,0.06272622928266748
Wt,3,3,min_elapsed,-8.430372049568964e-4,0.0024130886080270205,-0.34936023573795616,0.7601744758893114
Wt,3,4,min_elapsed,-0.0037350128440000593,0.0017990132175787366,-2.076145304272391,0.17352444567266778
Wt,4,1,min_elapsed,-0.002326929973366912,4.4697552371641546e-4,-5.205944956492154,0.03497363913499044
Wt,4,2,min_elapsed,-0.0017688625524261547,3.195354303800221e-4,-5.535732141886282,0.031117335069407222
Wt,4,3,min_elapsed,-0.0073148152134924725,0.002903112759618552,-2.519645573275489,0.12796830768908288
Wt,4,4,min_elapsed,-0.001789364520463736,7.270692595002887e-4,-2.461064743259202,0.13295691651083705
