ecosystem,pref,suff,term,estimate,std.error,statistic,p.value
NWd,1,1,min_elapsed,11.148650115401384,1.0710652288923475,10.408936649853594,0.009103846831522119
NWd,1,2,min_elapsed,25.956569425137946,2.0753741302325475,12.50693503740913,0.0063322465449196265
NWd,1,3,min_elapsed,21.986590917522584,3.8125236694439257,5.766938863550565,0.010363671453411046
NWd,1,4,min_elapsed,21.931637791878337,3.2813528089584842,6.683718292041731,0.0068309300492106935
NWd,2,1,min_elapsed,24.823521286348377,0.7479514641947279,33.18867931233251,6.0128898253056976e-5
NWd,2,2,min_elapsed,17.671319759340232,0.6802724001281795,25.976828923252707,1.251411802669794e-4
NWd,2,3,min_elapsed,21.05411300656802,1.320650472315771,15.942229566351093,5.366682883495401e-4
NWd,2,4,min_elapsed,31.425244362479166,1.4496442165434913,21.67790138011175,0.002121201745529482
NWd,3,1,min_elapsed,30.63608539635185,1.2775946049583122,23.979504357214704,1.5894168828351596e-4
NWd,3,2,min_elapsed,28.725445714349007,0.8259379958662829,34.779179379222526,5.226629446003574e-5
NWd,3,3,min_elapsed,28.419448558967684,3.4132024512780426,8.326329587723775,0.0036308289630553616
NWd,3,4,min_elapsed,22.21933014320064,1.0797278131485712,20.578640165253617,2.5092334580557396e-4
Pr,1,1,min_elapsed,23.252867186473015,2.70830244568372,8.585771955983576,0.013295727007072433
Pr,1,2,min_elapsed,48.923101330077934,5.563007084358605,8.794362579122724,0.012684299404613514
Pr,1,3,min_elapsed,38.311125478438605,7.894963667543341,4.852603139383388,0.03993998016302025
Pr,1,4,min_elapsed,40.88344197150009,4.62343290526558,8.842659298664929,0.012548709937297446
Pr,2,1,min_elapsed,20.276382438268474,1.5774183165925648,12.854156836512574,0.005997798423477726
Pr,2,2,min_elapsed,21.41063837915095,2.4855827429913915,8.613931054809026,0.013210653289665428
Pr,2,3,min_elapsed,24.45911241378865,1.2978669014254676,18.845624606748828,0.002803815371210561
Pr,2,4,min_elapsed,22.094265949572602,5.7645411697030164,3.8327882999074627,0.061826414762329064
Pr,3,1,min_elapsed,23.34508759543045,1.7313670008532063,13.483615884977675,8.82100974645638e-4
Pr,3,2,min_elapsed,28.194202694590867,1.5265440731950097,18.469301469679333,3.4638162926073753e-4
Pr,3,3,min_elapsed,27.828259040616306,2.297207021263441,12.113953502245105,0.001210766290906712
Pr,3,4,min_elapsed,32.818990314453615,1.0605459872778369,30.94537220275753,7.414013317449716e-5
SWd,1,1,min_elapsed,30.312808620877878,3.5862138213769565,8.4525937745784,0.0034756777283559397
SWd,1,2,min_elapsed,33.23343748924662,1.6431379328552775,20.225592036267425,2.642154589372549e-4
SWd,1,3,min_elapsed,21.162951106631464,2.303681569808466,9.186578294495366,0.0027276396920546354
SWd,1,4,min_elapsed,33.316884254384625,2.8348370972965853,11.752662714255061,0.0013239057243531402
SWd,2,1,min_elapsed,14.726452320804482,13.94265444091861,1.056215829145532,0.4016126686905992
SWd,2,2,min_elapsed,18.93100695387333,1.5147589319563766,12.497702805701971,0.006341516606132347
SWd,2,3,min_elapsed,22.114180968049105,2.3538972346571625,9.394709608582366,0.011141097032992505
SWd,2,4,min_elapsed,19.071285983548144,0.7005696533111687,27.222540818617706,0.001346680931354859
SWd,3,1,min_elapsed,25.297742165034062,2.6773637189469954,9.448750644527163,0.01101611311366615
SWd,3,2,min_elapsed,25.426906806122282,0.7509298757197925,33.860560923547894,8.710517860305848e-4
SWd,3,3,min_elapsed,22.86455874848303,4.06178624816496,5.629188084137321,0.03013853911278204
SWd,3,4,min_elapsed,20.12020093849504,3.1260034516753503,6.4363975438708545,0.02329844464578911
Wt,1,1,min_elapsed,58.489587465944666,4.703114425785541,12.436352206373417,0.0011204027661243913
Wt,1,2,min_elapsed,33.63040174294809,2.9116545230268374,11.55027201097584,0.0013934687970405177
Wt,1,3,min_elapsed,25.16120835038501,2.4841206802578033,10.128818841351045,0.0020500340492157383
Wt,1,4,min_elapsed,41.054110005284024,4.115045163301051,9.976587953739685,0.0021430658186240917
Wt,2,1,min_elapsed,27.420633027897527,1.9596809236152128,13.992396771058033,7.904347416047901e-4
Wt,2,2,min_elapsed,49.33581385570544,5.9676990963149965,8.267141667073979,0.0037067146231763073
Wt,2,3,min_elapsed,NA,NA,NA,NA
Wt,2,4,min_elapsed,36.11717140002578,3.965213393421719,9.108506356793836,0.0027963937430992908
Wt,3,1,min_elapsed,32.15072768386855,4.175885105195154,7.699140870487631,0.004553839882532435
Wt,3,2,min_elapsed,29.633222944996113,2.263535870145939,13.091563220107284,9.626055674889828e-4
Wt,3,3,min_elapsed,29.826264067719933,4.269096394781405,6.986552026367902,0.019877992922128274
Wt,3,4,min_elapsed,14.19628413049397,3.145085253415737,4.513799463806591,0.045740040337601914
Wt,4,1,min_elapsed,17.280613096130395,1.6068946421059842,10.754042389165322,0.008536262742348928
Wt,4,2,min_elapsed,24.663355812105586,2.8581416370377752,8.62915801389993,0.013164987378322814
Wt,4,3,min_elapsed,16.85004427049127,2.5531762029818337,6.5996401857467735,0.02219773621335279
Wt,4,4,min_elapsed,24.816476400071707,2.1961298835866723,11.300095037886361,0.007740524897627573
