ecosystem,rep,term,estimate,std.error,statistic,p.value
BP,1,min_elapsed,-0.0022216256245151623,0.001620089813824235,-1.371297816675359,0.2638522564317776
BP,2,min_elapsed,5.656426830148319e-4,2.841646922115009e-4,1.990545266594309,0.14060946364988575
BP,3,min_elapsed,-7.116537548208459e-4,0.0010076879018253672,-0.7062243711884674,0.5309545104388085
BP,4,min_elapsed,-2.3092221721655686e-4,0.0021635349078539,-0.10673376074417869,0.9217374106081551
BP,5,min_elapsed,-1.6412649554573098e-4,0.0021007289642414276,-0.07812835369982961,0.9426452036019415
BP,6,min_elapsed,-0.0038424870335279945,0.0011226314100396297,-3.4227503338716954,0.04175880662540997
BP,7,min_elapsed,-0.004183187171954918,0.001730209130111276,-2.417735000442335,0.09436020743522792
BP,8,min_elapsed,-0.001800940489722109,8.772089722677395e-4,-2.0530347347751827,0.13237767381314156
BP,9,min_elapsed,-0.00274723431792404,8.125776713317762e-4,-3.3808882705593586,0.043063128416511234
BP,10,min_elapsed,-0.0056694150591931995,0.0020384263086279516,-2.7812705493431533,0.0689177091328793
BP,11,min_elapsed,-0.0016993066497731388,0.0012085345692777903,-1.4060885745193283,0.2543755849698992
BP,12,min_elapsed,-0.002872997243237067,0.001045708787930764,-2.7474161797206653,0.07089567655261549
EW,1,min_elapsed,-0.014350086122793789,9.796855076241889e-4,-14.647645607817378,6.901251235680304e-4
EW,2,min_elapsed,-0.017883667520011557,0.0016428369710499954,-10.88584432609979,0.0016589975212752419
EW,3,min_elapsed,-0.01730440585710133,0.0015037829224631121,-11.507249882022654,0.0014088776740061406
EW,4,min_elapsed,-0.010394477788141452,0.002367289331636953,-4.390877637653945,0.02188436211305443
EW,5,min_elapsed,-0.014014015864075434,0.001155770596532667,-12.12525730116144,0.0012074373864070802
EW,6,min_elapsed,-0.01623785511527013,0.002887682153682513,-5.623144879211456,0.011121715262161078
EW,7,min_elapsed,-0.01446913618771748,9.720702533188936e-4,-14.884866745295609,6.579970150950089e-4
EW,8,min_elapsed,-0.013572191317308665,0.00198795267374921,-6.8272205352414055,0.006429444115140826
EW,9,min_elapsed,-0.010569895055629294,0.0017142768263344623,-6.165804083247326,0.00858682131826981
EW,10,min_elapsed,-0.017383894748861553,0.0017523284110627492,-9.920454772697886,0.002178780879282454
EW,11,min_elapsed,-0.009571075360562063,0.0014285693163543257,-6.699762658340735,0.006784431954268896
EW,12,min_elapsed,-0.010344555623290065,0.0012006081557559803,-8.616096412219077,0.0032875302595185138
NW,1,min_elapsed,-0.010399052528339845,4.441531692949433e-4,-23.41321248443974,1.70703709373916e-4
NW,2,min_elapsed,-0.009547467192573123,0.002367159555973571,-4.033301079549079,0.056328420959470146
NW,3,min_elapsed,-0.006747211798809482,9.131504047796933e-4,-7.388938080181122,0.005126304660199977
NW,4,min_elapsed,-0.005191988781401456,0.002155227750656653,-2.4090209398146274,0.09510057045217442
NW,5,min_elapsed,-0.009073714703685726,8.220755353079575e-4,-11.037568099246043,0.0015928095643538834
NW,6,min_elapsed,-0.009741564662158126,0.002276682587766833,-4.278841817696464,0.02344595655387768
NW,7,min_elapsed,-0.009476210605265274,0.0021997007879539106,-4.30795436232022,0.023026673489609732
NW,8,min_elapsed,-0.008265975591073607,0.0022149425035843883,-3.7319142947038024,0.06489116857838785
NW,9,min_elapsed,-0.00873536511881316,0.00171676143137061,-5.088281318062412,0.01467035729932698
NW,10,min_elapsed,-0.010546471634333764,0.002435026449486226,-4.33115280392909,0.022699483635196086
NW,11,min_elapsed,-0.008596206690295888,0.002145797679085534,-4.006065797386499,0.027897573166059838
NW,12,min_elapsed,-0.01186882955022775,0.0013325310485152763,-8.90698161476399,0.002984796927549511
SP,1,min_elapsed,-0.0010199661540220236,0.0013234553341847904,-0.7706842291359178,0.4970259691737574
SP,2,min_elapsed,-0.002115580530821122,0.002549859225581216,-0.829685227167353,0.4675694196188956
SP,3,min_elapsed,-0.0015890777767554691,0.0019526698666142018,-0.8137974595320729,0.4753512100088072
SP,4,min_elapsed,-2.8190744720518095e-4,6.987856077237526e-4,-0.4034248045312147,0.7136680253294694
SP,5,min_elapsed,-0.00683081913552904,0.002026556876347965,-3.370652566060116,0.04338989568133856
SP,6,min_elapsed,-0.002843966715778219,0.0022526881582753643,-1.2624768791591339,0.29599103545974337
SP,7,min_elapsed,-0.0028444949258246933,0.0018599233631618403,-1.5293613608837608,0.2236531683059973
SP,8,min_elapsed,-0.0030525833312624487,0.002116474912843513,-1.4422960143483397,0.24490078249253008
SP,9,min_elapsed,-0.0022933665618425133,0.0010097303045294994,-2.271266447639348,0.10779911540013251
SP,10,min_elapsed,-0.003955599657501522,9.147440507926997e-4,-4.324269345150346,0.022795936819878734
