ecosystem,rep,term,estimate,std.error,statistic,p.value
BP,1,min_elapsed,7.074799378847729,0.4596700523243481,15.391038295998616,5.958075022483074e-4
BP,2,min_elapsed,6.0527976825866245,0.30169872577653994,20.06239060840372,2.706773439941115e-4
BP,3,min_elapsed,2.841391887029704,0.9423665612911601,3.015166288515842,0.05697733746098301
BP,4,min_elapsed,7.662468288391787,0.26090000045414036,29.369368628033623,8.669165592607905e-5
BP,5,min_elapsed,8.581159362343657,0.0988273106534709,86.82983788188594,3.367103320288879e-6
BP,6,min_elapsed,8.30024440872492,0.1543654191148465,53.77010250300692,1.4167970911926996e-5
BP,7,min_elapsed,9.800846633257345,0.07568455273910703,129.49599724849983,1.0153329643543073e-6
BP,8,min_elapsed,7.029368164943126,0.407186760582669,17.263253242527735,4.2352728746289993e-4
BP,9,min_elapsed,7.935159481260908,0.46606705922091496,17.025789152585563,4.4134845724617413e-4
BP,10,min_elapsed,10.549323531237816,0.5897460012143106,17.887910235111956,3.810019801225499e-4
BP,11,min_elapsed,6.9473855708154835,0.4199761296663624,16.5423343853724,4.808352503525109e-4
BP,12,min_elapsed,9.953495124795431,0.483549641593473,20.58422604139468,2.5072027335225344e-4
EW,1,min_elapsed,7.715294757514353,0.5176326201345889,14.904962433604572,6.55367492041317e-4
EW,2,min_elapsed,4.873788680168452,0.0920080294000889,52.971340783478865,1.4818045960665142e-5
EW,3,min_elapsed,5.671086606007597,0.2928750499502885,19.3635019677169,3.008602729858868e-4
EW,4,min_elapsed,12.368326682969982,0.22393550775553198,55.231645963320624,1.3073579309468761e-5
EW,5,min_elapsed,11.943360855687628,0.3723012209688544,32.07983262748089,6.656674509428561e-5
EW,6,min_elapsed,7.20920799733261,0.33766150227420316,21.35039958294761,2.2481923851425448e-4
EW,7,min_elapsed,8.699107458045077,0.24158099062005828,36.00907271601691,4.710103820324878e-5
EW,8,min_elapsed,7.361963107555769,0.8231407251777114,8.943747870045383,0.0029491982540579853
EW,9,min_elapsed,8.917805978291941,0.9623827885697568,9.266381406867344,0.0026596552132283745
EW,10,min_elapsed,9.024675312704408,0.33270150846600904,27.12544152358849,1.0995614305329373e-4
EW,11,min_elapsed,12.042449513084089,0.37031467796962164,32.519503626242916,6.390908088181416e-5
EW,12,min_elapsed,6.75774943290974,0.5181706948818554,13.041550785596874,9.735678477766571e-4
NW,1,min_elapsed,10.533300625798649,0.6229756224144151,16.908046232973945,4.505556487085432e-4
NW,2,min_elapsed,10.736876773792899,0.36209570255290485,29.65204143019113,0.0011354046362357989
NW,3,min_elapsed,15.21930341695299,0.4149036842021815,36.68153356174264,4.456229521432605e-5
NW,4,min_elapsed,14.416163973870527,0.8210881238140612,17.55738946375886,4.0275615380951817e-4
NW,5,min_elapsed,13.538528681053423,0.146154757209468,92.63146092227498,2.773403290606284e-6
NW,6,min_elapsed,16.831541904537954,1.0507381610134117,16.01877853974994,5.29081929004889e-4
NW,7,min_elapsed,10.225296817403246,0.5269654278976652,19.40411320377731,2.9898710910377144e-4
NW,8,min_elapsed,13.3791744601725,0.1693047854341052,79.02419548193919,1.6009417555140856e-4
NW,9,min_elapsed,11.491313648070275,0.4443492618022071,25.86099412309904,1.2682424557888014e-4
NW,10,min_elapsed,11.080891226696844,0.12644687515593028,87.63278027260255,3.275423218309598e-6
NW,11,min_elapsed,9.773125328008804,0.4261843252240381,22.931686478312482,1.8163418516855626e-4
NW,12,min_elapsed,11.750480101395969,0.4992528105899634,23.536132100108784,1.6805454424824302e-4
SP,1,min_elapsed,8.939307117696323,0.19092378978362506,46.82133707814666,2.144996513124374e-5
SP,2,min_elapsed,7.143266700974251,0.3389819794864508,21.072703368468495,2.3377620762859354e-4
